Mix 45CAC124,ec3cza1s,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Cemex Clinchfield Cement Type IL,ec38hkp2,31069,Houston County,"2720 US-341, Perry, GA 31069, USA",32.4155199,-83.6328477
Mix 40JNC0244,ec34wxak,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 45CNC0647SP,ec38zxd1,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 45CNC0459SP,ec3nepgc,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 30CAC199,ec3d9guc,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 40CAV0968,ec3r1s0c,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 70GNV0910,ec3fn1ns,30316,Fulton,"885 Glenwood Avenue Southeast, Atlanta, GA 30316",33.73867,-84.35887
Mix 30K2D44NAF,ec32hhx7,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 30K1D43NAX,ec3bx9qu,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 60MASS05,ec3mpk5w,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 40MASS01,ec3wjnd5,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 40JNX212,ec37pkez,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 40CNV0379,ec3rkyk1,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 30CNV104,ec35qmg1,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 40CAV0975,ec3dbw8s,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 40JNV212,ec315aw9,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
30JNC602,ec32t07u,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
35CNC39,ec3a8e2s,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
40CAC205,ec34e0n9,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
40CNC159,ec3nk1nc,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
40CNC196,ec3q8a32,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
40CNC82,ec3x5k9y,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
50JNF0393,ec3ed2tj,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
60JAX496,ec3k0s0p,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
60JNF634,ec3bxp0e,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
70JNV455,ec3jfhd2,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
X0JNV0476,ec39jq2q,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
X2JNV977,ec37bzjx,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
209GT,ec3jdjbg,31404,Chatham,"42 Forbes Road, Savannah, GA 31404",32.07598,-81.04809
Mix 30gnx151,ec39n5sj,30316,Fulton County,"885 Glenwood Ave SE, Atlanta, GA 30316, USA",33.7394571,-84.3588446
40CNC0423,ec3srsuy,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 30K3D40NAF,ec3fdw30,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 30GNC5,ec3aw8b9,30316,Fulton County,"885 Glenwood Ave SE, Atlanta, GA 30316, USA",33.7394571,-84.3588446
Mix 30GNC5,ec343k6g,30025,Newton County,"240 Shire Pkwy, Social Circle, GA 30025, USA",33.5995914,-83.6957051
Mix 30GNC5,ec3z96ja,30316,Fulton County,"885 Glenwood Ave SE, Atlanta, GA 30316, USA",33.7394571,-84.3588446
Mix 50GNC491,ec35eh77,30316,Fulton County,"885 Glenwood Ave SE, Atlanta, GA 30316, USA",33.7394571,-84.3588446
Mix 50GNF491,ec3g0chq,30337,Fulton County,"2625 Sullivan Rd, Atlanta, GA 30337, USA",33.6255313,-84.4748087
Mix BERKELPOINT4,ec3rcgcy,30316,Fulton County,"885 Glenwood Ave SE, Atlanta, GA 30316, USA",33.7394571,-84.3588446
#name_is_not_extracted,ec300m9x,31013,Houston County,"Clinchfield, GA 31013, USA",32.4140932,-83.63827979999999
SCS407GT,ec3379jt,31322,Chatham County,"1724 Old Dean Forest Rd, Pooler, GA 31322, USA",32.0896459,-81.1985589
Mix 20CAC10,ec3gqrcm,30025,Walton County,"760 Shire Pkwy, Social Circle, GA 30025, USA",33.6008187,-83.6814864
Mix 30CAC199,ec3w3huf,30025,Walton County,"760 Shire Pkwy, Social Circle, GA 30025, USA",33.6008187,-83.6814864
Mix 30JNC602,ec30z5p9,30025,Walton County,"760 Shire Pkwy, Social Circle, GA 30025, USA",33.6008187,-83.6814864
Mix 30RAF443,ec3watc2,30025,Walton County,"760 Shire Pkwy, Social Circle, GA 30025, USA",33.6008187,-83.6814864
Mix 30GNC5,ec3381db,30025,Walton County,"760 Shire Pkwy, Social Circle, GA 30025, USA",33.6008187,-83.6814864
Mix DUCTBANK,ec3005dg,30025,Walton County,"760 Shire Pkwy, Social Circle, GA 30025, USA",33.6008187,-83.6814864
Mix 40CAC113,ec3tuqgw,30025,Walton County,"760 Shire Pkwy, Social Circle, GA 30025, USA",33.6008187,-83.6814864
Mix 40CNC0542,ec3yfyhk,30025,Walton County,"760 Shire Pkwy, Social Circle, GA 30025, USA",33.6008187,-83.6814864
Mix #632832,ec30g1xf,31013,Houston County,"Clinchfield, GA 31013, USA",32.4140932,-83.63827979999999
1581001,ec3jb3y6,30009,Fulton County,"11430 N Fulton Industrial Blvd, Alpharetta, GA 30009, USA",34.0571892,-84.3062867
1579678,ec3yaym4,30337,Fulton County,"2194 W Point Ave, Atlanta, GA 30337, USA",33.6365151,-84.45956729999999
1586293,ec3w0y6m,30337,Fulton County,"2194 W Point Ave, Atlanta, GA 30337, USA",33.6365151,-84.45956729999999
Mix BERKELPOINT4,ec3e1jq1,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 40CNF166,ec3pfywz,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 50CNX440,ec37w5j6,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 60CNX105,ec3rajdf,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 35CNC39,ec3z9t5g,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 70JNV0463,ec3f6h1m,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 30CAC199,ec3um4qy,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 60JAX496,ec3357sk,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 30CAC199,ec31qr2a,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 40CNC0423,ec3yjyqj,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 45CNC0647,ec3txq26,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 60CNX105,ec3wr0fb,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 50CNC966,ec375dqt,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 45CNC0459,ec3nabrq,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 45JAC0089,ec3r9qzh,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 40CAC128,ec302q7e,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 30K2D40NAF,ec34t8th,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 50CNC966,ec33meum,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 45CAX0684SP,ec3aqrrm,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 60MASS04,ec3fyhmj,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 40CNC0423,ec315euc,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 50JNC04,ec3y3kw1,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 70JNV0463,ec3gsu0m,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 30CNX104,ec31f3xd,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 50CNX440,ec3qj0xh,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 80CNV722,ec384mnt,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 50CAX139,ec33xn86,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 35CAF0665,ec3rn71r,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 40JNC913,ec3px0mx,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 70MASS02,ec37m13z,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 30CNC160,ec3tpp89,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
Mix 50CNX441,ec329u2m,"30071,30340",Gwinnett,"Weaver Way, Atlanta, GA",33.92109,-84.2391
